Date_Text,Language,Post_Type,Publisher,Title,Category,Description,mediaType,Viewes,Reads,Likes,Comments,Shares
"January 3rd 2021, 10:15:00.347",English,news,Wion News,India begins two-year stint at UNSC as non-permanent member,International Relation,India became a non permanent member of the United Nations security Council (UNSC) on January 1 for a two-year term. Monday will be the first active day of India in the stint.,text,57,0,0,0,
"January 3rd 2021, 03:30:00.945",Hindi,news,Live Hindustan,"Winter Breakfast Recipe: ????? ??? ?????? ??? ????? ?????? ???? ????, ???? ???? ?? Recipe",Top Stories,????? ?? ???? ?? ?? ?????????? ??? ?????-???? ?????? ?????? ???? ???? ?? ??? ??? ?? ???? ?? ???? ???? ???? ?? ??????? ?? ???? ??? ?? ??? ??? ??? ?? ??? ????? ??? ???? ????? ???? ?? ???? ???? ???? ?? ?????? ???? ?????  ,text,57,2,0,0,
"January 3rd 2021, 07:15:01.388",Marathi,news,Maharashtra Desha,??????????? ???????? ??? ???????? ?? ????? ???? ? ????? ????,Sports,"??? ????????????? ????? ????? ????? ????? ???. ???????? ?????? ? ???? ????? ????? ?? ????????? ???? ?? ????????????? ????????? ????? ???. ?? ?????? ????? ?????? ????????? ??????????? ????? ????, ??? ????? ???? ??? ???. ??????? ?????? ???? ????? ?????? ?????????? ??????? ????, ???? ?????????? ?????? ???? ??????????? ?????? ????????? ?????? ????? ???.",text,57,0,0,0,
"January 3rd 2021, 11:30:00.152",English,news,Newsroom Post,"18 killed, 20 injured after roof of crematorium collapses in Ghaziabad?s Muradnagar",Political & General News,"New Delhi: In a tragic incident in Ghaziabad, 18 people were killed on Sunday as the roof of cremation ground collapsed in Muradnagar area of the city. More than 20 people were injured and taken to hospital after the roof collapse. The roof caved in when about 25 people took shelter at the structure while it was raining. Most of them were relatives of a dead person, whose body was being cremated at that time. The crematorium is said to be just 4-6 months old. A team of the National Disaster Response Force (NDRF) is conducting the rescue operation. #MuradnagarIncident Search & Rescue operation by @8Ndrf continue at Muradnagar Distt Ghaziabad?#???????????? @PKTiwary14 @ghaziabadpolice @dm_ghaziabad pic.twitter.com/ETfWWtsMi7 ? Vasant pawade (@VasantPawade) January 3, 2021 Senior officials told to prepare report Uttar Pradesh Chief Minister Yogi Adityanath expressed grief over the loss of lives in the incident. The chief minister directed officials to give financial assistance of Rs 2 lakh to the kin of each of the deceased, a statement issued by the state government said. The chief minister also directed the Divisional Commissioner of Meerut and ADG Meerut zone to submit a report in this connection.",text,56,0,0,0,
"January 3rd 2021, 17:00:00.747",English,news,ANI,"Pak authorities approve PKR 23 m to buy ancestral houses of Dilip Kumar, Raj Kapoor in Peshawar",Top Stories,"Khyber Pakhtunkhwa [Pakistan], January 3 (ANI): For the purchase of the ancestral houses of legendary Indian actors",text,56,0,0,0,
"January 3rd 2021, 04:00:00.139",English,news,Newsroom Post,UP CM Yogi Adityanath to inaugurate and lay the foundation stone for 13 development projects in Gorakhpur,Political & General News,"New Delhi: Uttar Pradesh Chief Minister Yogi Adityanath will inaugurate and lay the foundation stone for 13 development projects of Sahajanwan Vidhan Sabha constituency at Murari Lal Inter College. A spokesman of the state government said that 13 projects worth more than Rs 83.65 crore will be inaugurated and laid by the Chief Minister for development of the constituency Sahajanwan. The cost of 6 projects to be released is more than Rs 32.12 crore and the cost of 07 projects to be laid is more than Rs 51.53 crore. The spokesman said that among the projects to be launched, Mahamaya IT Polytechnic and Information Technology Hariharpur, beautification and tourism development work of Shaheed Smarak Dohriyala, widening and strengthening of Jaitpur Bokta Marg, construction of Multipurpose Seed Store and Technology Dissemination Center at Nagar Panchayat Sangrampur The beautification of the pond is included in the village tighra of Bansgaon tehsil and the construction of a government inter college in Bansgaon, a village Panchayat Rudine aka Mazhagaon development block. The projects to be laid include the construction of Advocate Chambers in Tehsil Sahajanwan and Tehsil Bansgaon, Construction of Administrative buildings of New Thana Gida under Station Sahajanwan, Workshops at ITI Khajani, Theory Rooms and other construction, Workshops at ITI Bansgaon, Theory Rooms and others. Construction, Bhiti Bansgaon Gola Marg (Highway No-146), Km 8 (600) to 11 (400) and 26 (170) to 41 (330), and the beautification and tourism development work of Chachiram Math located in Uruva market. is.",text,56,0,0,0,
"January 3rd 2021, 06:45:02.630",Marathi,news,AMNEWS,???? ?????! '?????????' ??? '???????????' ????? DCGI ?? ??????,,????????? ??????? ??? ????????? ??????? ???? ???. ??????????? ???? ???????? ????? ?????? ??????? ??????? ????? ???? ??? ???. ?????? ??????? ??????? ?????? ????? ????????? ?????????? ?????????? ?????? ???? ???. ?????? ??????? ???????? ?????????? ?????? ???? ??? ???? ???????? ???? ?? ?????? (DCGI)??? ??????? ??????.,text,56,0,0,0,
"January 3rd 2021, 11:45:00.384",Hindi,news,Amar Ujala,"????? ?? ??? ???? ??? ??????? ?? ?????, ????-?????? ????, ????? ???? ???",Top Stories,"????? ?? ??? ???? ??? ??????? ?? ?????, ????-?????? ????, ????? ???? ???",text,56,0,0,0,
"January 3rd 2021, 13:30:01.592",Hindi,news,Jagran,"Aishwarya Rai Bachchan ?????? ?? ??? ?????? ????????, 10 ?????? ??? ???? ??? ????? ?? ????? ????",Top Stories,"? ????????? ???????? ??? ????? ???? ??? ?? ??????? ?????? ????? ?? ???? ??????? ?? ?????? ?? ???????? ??? ????? ???? ???? ??? ??? ?? ??????? ?? ??? ?? ???? ???? ?? ?? ???????? ???? ?????? ?? ??? ????? ?? ???? ????? ???? ???????? ??? ???????? ??????, ???? ??? ?? ????????? ?? ??????? ???? ??? ??? ? ??? ??, ?? ???? ???? ???? ??????? ?????? ????? ???? ?? ??-???? ??? ??? ? ??? ??? ???? ?????? ????? ???? ??? ? ??? ????",text,56,0,0,0,
"January 3rd 2021, 08:15:00.952",English,news,The Tribune,Thailand sets more restrictions amid COVID-19 second wave,International Relation,"Bangkok, January 3 Thailand's government held off from ordering new nationwide business shutdowns on Sunday amid a new wave of coronavirus cases but empowered some provincial governors to set their own restrictions and pleaded with the public not to travel. Thailand, which had largely controlled the virus by mid-2020, saw a second wave of outbreaks beginning in December. On Sunday, it confirmed 315 new coronavirus cases, the majority of which are from a local transmission, bringing its total to 7,694 cases and 64 deaths since its first case last January. The country also reported its first known case of a more contagious variant of the coronavirus called B.1.1.7 on Sunday, Yong Poovorawan, a senior virologist from Chulalongkorn University in Bangkok, said in a post on his official Facebook page. The variant was found in a family of four who were in quarantine after arriving in Thailand from the UK, and Yong said there is no risk of that variant being spread in Thailand. The current domestic outbreak is linked to illegal border migration from neighbouring Myanmar. The government COVID-19 taskforce had earlier designated 28 provinces, including Bangkok, as high-risk zones and recommended suspension of some businesses and crowded activities in areas that pose infection risks to the public. The measures, which still need final approval from Prime Minister Prayuth Chan-ocha, will empower provincial governors to suspend businesses and other activities if there is a risk of infection, Taweesin Wisanuyothin, a spokesman for Thailand's COVID-19 taskforce said. ""We are asking people for cooperation first. We know that tough measures are needed but that could also lead to losses in other areas so we need to have compromises and have reasonable measures put in place,"" Taweesin said adding that the government is also concerned about the economic costs of more restrictions. Some ministries and agencies have already issued new restrictions in their areas. The Education Ministry has ordered all public and private schools and vocational training centres to close down from Monday until end of January. The Thai Retailers Association has also announced that all shopping malls around the country should close at 9 pm daily, an hour earlier than the usual closing time, a statement said. Authorities in Bangkok had earlier closed entertainment venues, nurseries, gyms and massage parlours, while keeping open shopping malls, restaurants and public parks. Reuters",text,56,0,0,0,
"January 3rd 2021, 07:30:01.427",Marathi,news,Tarun Bharat,?????? : ???????? ??????????? ?????? ?????,Top Stories,??????? / ????????? : ?????? ????????? ????? ?????? ?????? (??.??????) ??????? ??????? ??? ???? ???? ????? ????????? ???? ?????????? ?????? ????????? ????? ??? ???. ???????? ??????????? ???? ???? ?????? ???. ???? ?????? ??? ?????? ?????? ????????? ??? ????. ?? ?????? ???? ?????????? ??????????? ?????????? ?????? ??? ???. ???????? ???? ?????????...,text,56,0,0,0,
"January 3rd 2021, 03:15:00.072",Hindi,news,Live Hindustan,"????? ????????? ?? ?????? ???? ?????? ?? ???????, 719 ????? ??? 57,000 ???????????? ?? ???????? ????",Top Stories,"?????? ?? ????? ?? ????? ?? ?? ??????? ?? ??? ?? ??????? ????? ?? ???? ????????? ??? ???? ???? ? ?? ??? ???????? ????????? ?????? ??. ????????? ?? ?????? ?? ??????? ?? ???? ??? ?? ??????? ?????? ??? ???? ?? ??????? ????? ????????? ?? ?????? ??? 719 ????? ??? 57,000 ?? ???? ???????????? ?? ????????? ???? ?? ???? ??? 96,000 ????????? ?? ?? ?? ?????????? ???? ??? ???",text,56,1,0,0,
"January 3rd 2021, 07:15:01.707",English,news,ANI,China amends defence law to strengthen military powers over State Council,Top Stories,"Beijing [China], January 3 (ANI): In a move to expand the power of its Central Military Commission (CMC), China has amended its National Defence Law from January 1 to mobilise military and civilian resources in defence of the 'national interest' at home and abroad.These revisions weaken the role of the State Council in formulating military policy and hands decision making power to the CMC. For the first time, 'disruption' and protection of 'development interests' have been added to the legislation as grounds for mobilisation and deployment of armed forces, according to South China Morning Post.The amendments were passed by the National People's Congress on December 26, after two years of deliberation. Three articles were removed, more than 50 were amended, while there were six additions.The legislation also specifically focuses on the need for building a nationwide coordination mechanism for the mobilisation of state-owned and private enterprises to take part in research into new defence technologies covering conventional weapons, as well as the domains of cybersecurity, space and electromagnetics.Several analysts have opined that the amendments are aimed to strengthen the military leadership under Chinese President Xi Jinping, and providing it with the means to respond to the accelerating confrontations between China and the US, according to South China Morning Post. Deng Yuwen, a former deputy editor of the Communist Party publication Study Times, said the amendments aimed to legalise and formally apply the ""special"" nature of China's political and defence system when dealing with situations that could harm the regime at home and abroad.The changes show that regime had gained the confidence to legitimise its long-standing principle that the party 'commands the gun' and strengthen its 'absolute leadership' over-armed and reserved forces, said Chen Daoyin, an independent political commentator.""The move to include 'development interests' as a reason for armed mobilisation and war in the law would provide legal grounds for the country to launch war in the legitimate name of defending national development interests,"" Chen said.Zeng Zhiping, a military law expert at Soochow University, said that the State Council has become a mere implementing agency to provide support to the military, adding that this change was a big contrast with developed countries like Germany, Israel and France, where armed forces come under civilian leadership.Taipei-based military expert Chi Le-yi said the amendments highlighting the use of armed forces to suppress national disruption would be used to target independence-leaning forces in Taiwan, which Beijing regards as part of its territory, reported South China Morning Post.For decades, the Chinese government has claimed authority over Taiwan. Though Taiwan is not recognised by the UN, its government maintains a relationship with the US and does not accept the Chinese authority.""The law revision is also a symbolic battle call by the party to warn all Chinese people to be combat-ready for a nationwide defence mobilisation, which the party has never done since [it came to power] in 1949,"" said Chi. (ANI)",text,55,0,0,0,
"January 3rd 2021, 06:30:00.341",Hindi,news,Zee News Hindi,Corona Vaccine ?? ?????? ????? ?? ??? PM Modi ?? ?????- 'Congratulations India',Top Stories,???????????? ??????? ???? ?? ???????? ?????? ???? ??? ?? ??????? ?? ??????? ??? ???? ?? ??? ?????????? ?? ???? ??. ???????? ?? ?? (?????? ??) ???? ??????????? ?? ?????? ?? ???? ??????? ?? ?????? ??????? ?? ????? ?? ??.,text,55,0,0,0,
"January 3rd 2021, 02:00:00.167",Hindi,news,Amar Ujala,"????? ??????? ?????? ?? ??? ??? ? ??? ????? ? ?????? ??, ??? ??? ????????",Top Stories,?? ???? ??????? ?? ????? ??? ?????? ?? ?????? ?? ??????? ?? ??? ??? 38 ??? ?? ?? ???? ????? ?? ?? ???? ????? ?? ??? ???? ????? ???? ??? ??? ???? ?????? ?? ??? ???? ????? ???? ???? ??? ??? ????? ?????? ?? ??? ?????? ?? ??????? ?? ??? ???  ????  ,text,55,1,0,0,
"January 3rd 2021, 04:00:00.085",English,news,The Tribune,US Senator Ted Cruz leads long-shot Republican bid to overturn Biden's victory,International Relation,"Washington, January 3 US Senator Ted Cruz on Saturday said he will spearhead a drive by nearly a dozen Republican senators to challenge President-elect Joe Biden's victory when Electoral College results are tallied in Congress on January 6 ndash; a largely symbolic move that has virtually no chance of preventing Biden from taking office. Cruz's effort is in defiance of Senate Republican leaders, who have argued that the Senate's role in certifying the election is largely ceremonial and had been looking to avoid an extended debate on the floor about the outcome. In a statement, Cruz, the US senator from Texas, and the other 10 senators said they intend to vote to reject electors from states that have been at the center of President Donald Trump's unproven assertions of election fraud. They said Congress should immediately appoint a commission to conduct an emergency 10-day audit of election results in those states. ""Once completed, individual states would evaluate the commission's findings and could convene a special legislative session to certify a change in their vote, if needed,"" they said. It was not immediately clear which states would be subject to the proposed audit, Cruz's office said. Democrats and some moderate Republicans blasted the move by the senators as undemocratic. A spokesman for the Biden campaign, Michael Gwin, dismissed the move as theater that is not supported by any evidence. ""This stunt won't change the fact that President-elect Biden will be sworn in on Jan. 20, and these baseless claims have already been examined and dismissed by Trump's own attorney general, dozens of courts, and election officials from both parties,"" he said. The push for an audit is a political stunt that will not affect the outcome of the election, said Derek Muller, a law professor at the University of Iowa. Muller said that, while the 1887 law governing how lawmakers validate the election is murky, most scholars believe that Congress lacks the legal authority to require the audit. ? Even if lawmakers had that power, a majority of both chambers would need to support the audit, and there is virtually no chance of the proposal having that level of support, he said. Biden beat Trump by a 306-232 margin in the Electoral College. Under the Electoral College system, ""electoral votes"" are allotted to states and the District of Columbia based on their congressional representation. Trump has been encouraging Republicans to prevent Biden from taking office, although there is no viable mechanism for them to do so. Legal challenges by Trump and his allies in the courts to overturn the election results have met with resounding failure. On Friday, a federal judge threw out a lawsuit brought by Representative Louie Gohmert that sought to allow Vice President Mike Pence, who presides over the Congressional tally, to declare Trump the victor on Jan. 6. Pence's chief of staff, Marc Short, said in a statement on Saturday that lawmakers have the right to raise their objections. ""The Vice President welcomes the efforts of members of the House and Senate to use the authority they have under the law to raise objections and bring forward evidence before the Congress and the American people on Jan. 6,"" Short said. The effort by Cruz and other Republicans comes days after Senator Josh Hawley of Missouri became the first sitting member of the Senate to announce he would challenge the election result. A number of Republicans in the US House of Representatives also plan on contesting the vote tally. Cruz was joined in the statement by Senators Ron Johnson, James Lankford, Steve Daines, John Kennedy, Marsha Blackburn, Mike Braun, along with Senators-elect Cynthia Lummis, Tommy Tuberville, Bill Hagerty, and Roger Marshall, all of whom will be sworn in as senators on Sunday in the new Congress. In Cruz's statement, the senators said they did not necessarily expect their gambit to succeed. ""We are not naiuml;ve. We fully expect most if not all Democrats, and perhaps more than a few Republicans, to vote otherwise,"" they said. Several Republicans senators have said they do not support any effort to derail the certification of the Electoral College vote. Majority Leader Mitch McConnell, the Senate's top Republican, acknowledged Biden's victory on Dec. 15 and has urged other Republicans to refrain from objecting on Jan. 6. Republican Senator Pat Toomey of swing state Pennsylvania, who is set to retire, criticized Cruz and others for undermining the will of voters to choose their leaders and said Trump's loss in his state is due to the decline in suburban support for the president and loss of support in most rural counties, not fraud. ""I intend to vigorously defend our form of government by opposing this effort to disenfranchise millions of voters in my state and others,"" he said. Utah Senator Mitt Romney, the only Republican to vote to impeach Trump for seeking help from a foreign government to investigate his political rival, expressed dismay at his party's support of the effort to overturn election results. ""I could never have imagined seeing these things in the greatest democracy in the world. Has ambition so eclipsed principle?"" Romney said in a statement. Reuters",text,55,0,0,0,
"January 3rd 2021, 10:30:00.980",Malayalam,news,Janamtv,?????????? ???????? ????????? 5000 ??????? ?????? ?????????? ??????,Top Stories,?????????: ?????????? ???????? 5000 ??????? ??????? ????????? ?????????? ?????? ?????????????? ????? ??????????? ?????? ?????. ?????? 14?? ?????????,text,55,1,0,0,
"January 3rd 2021, 07:15:01.643",English,news,DNA India,Covishield COVID-19 vaccine ready to roll out in coming weeks: SII's Adar Poonawalla,Top Stories,Covishield COVID-19 vaccine ready to roll out in coming weeks: SII's Adar Poonawalla - Poonawalla's remarks came soon after DCGI approved Serum Institute's 'Covishield' vaccine for restricted emergency use in India.,text,55,0,0,0,
"January 3rd 2021, 09:45:00.077",English,news,The Statesman,Army Day Parade to be conducted at Cariappa Parade Ground on 15 January,Political & General News,"Army Day Parade will be conducted at Cariappa Parade Ground on 15 January 2021. In addition, a press brief for Republic Day Parade and Beating the Retreat will be conducted on 23 January 2021. The venue for the press brief shall be intimated later. All interested media persons are requested to forward following details for necessary security clearances to [email protected] by 5 January 2021:- Full Name PIB/ID Card No Scanned photo of ID Card Name of media Agency Photo of the applicant Applying for: ADP/Press Brief/Both For any clarification, please callup 011-23019659. Mail received after 5 January 2021 may not be considered.",text,55,0,0,0,
"January 3rd 2021, 06:30:00.870",Hindi,news,India TV,"Farmer Protest: ????? ????- ?????? ?? ?? ?? ????? ??????????, ???? ?? ???? ??????",Top Stories,???????? ???? ????? ????? ?? ?????? ?? ????? ?????? ?? ????? ?? ???? ?????? ??? ????? ????? ?? ?????????? ??????? ?? ????? '?????????????' ?? ?? ?? ??? ?? ????? ????? ?? ???? ?? ???? ???????,text,55,1,0,0,
"January 3rd 2021, 10:15:00.495",English,news,Economic Times,Watershed moment in India's battle against COVID-19: Health Minister on 2 vaccines being approved,Top Stories,"India's drugs regulator Sunday approved Oxford-AstraZeneca's Covishield, manufactured in India by the Serum Institute, and indigenously developed Covaxin of Bharat Biotech for restricted emergency use in the country, paving the way for a massive inoculation drive.",text,55,0,0,0,
"January 3rd 2021, 12:00:01.164",Hindi,news,Jagran,"Weather Updates : ??? ?? ??????? ????, ?????? ?? ??? ?? ??? IMD ?? ?? ?? ??????? ?? ??? ???? ???? ?????",Political & General News,"?????? ?? ??? ?? ??? ??????-?????? ??? ?????? ?? ????? ???? ??? ????? ????? ?? ???? ???? ????? ?? ????? ?? ???? ???????? ?? ????? ???? ????? ????, ?? ??? ??? ?????? ???? ????? (IMD) ?? ????? ???? ?? ?? ??????? ??? ????? ???? ?? ?????? ????? ??? ?????? ?? ???? ?? ??????, ??????? ?? ????, ???? ??? ??? ???? ?? ????? ??? ????? ?? ???? ??? ???????? ?? ????, ???, ???, ?????????, ??????, ????????? ?????? ??? ?? ????? ?? ??????? ??? ???? ??? ?? ????? ?????? ?? ??????, ???????, ?????, ????? ?? ?????? ??? ?? ???? ?? ????? ??? ????? ???? ?? ?????? ????? ??? ??? ",text,55,0,0,0,
"January 3rd 2021, 06:00:00.148",English,news,Newsroom Post,Congratulations India: PM Modi tweets after DCGI approves Oxford?s COVID-19 vaccine Covishield and Bharat Biotech?s Covaxin,Political & General News,"New Delhi:  PM Modi  congratulated Indians after DCGI gives approval to Oxford?s COVID-19 vaccine Covishield and Bharat Biotech?s Covaxin. PM Modi said that its a decisive turning point to strengthen a spirited fight. he said that DCGI granting approval to vaccines of Serum Institue of India & Bharat Biotech accelerates the road to healthier & COVID-free nation. PM also congratulated the hardworking scientists & innovators: A decisive turning point to strengthen a spirited fight! DCGI granting approval to vaccines of @SerumInstIndia and @BharatBiotech accelerates the road to a healthier and COVID-free nation. Congratulations India. Congratulations to our hardworking scientists and innovators. ? Narendra Modi (@narendramodi) January 3, 2021",text,55,0,0,0,
"January 3rd 2021, 08:00:00.100",Hindi,news,Live Hindustan,"??? ??? ??? ?????? ????? ?? ????, ??????? ?? ?? ?????????? ?????? ?? ??? ?????",Top Stories,"??? ??? ?????? ????? ?? ???? ???? ?? ???? ???? ?? ???? ???????? ???? ?? ???? ??? ?? ?? ????? ?? ??? ????? ?? ????? ?? ?????? ?? ?? ??? ??? ????????? ?????? ??????? ???????, ?????????, ???? ?? ??????? ?? ???? ?? ?????? ?????? ????? ?? ????? ?? ????? ?? ??? ?????? ????????? ???? ?? ???? ?? ?",text,54,1,0,0,
"January 3rd 2021, 16:15:00.163",Hindi,news,Newsroom Post,"Corona Vaccine: ?????? ??????? ?? ?????? ?? ????, ????????? ?????? ?? ????, ???? ??? ???? ?? ????? ?? ????? ???",Political & General News,"?? ??????? ?????? ?? ?? ???? ??????? ?? ????? ?? ??? ?? ?????? ?? ?? ??? ?? ?? ??????? ??? ?? ?? ??? ???? ???? ???? ?????? ???? ???????? ?? ??? ?? ????? ?? ??? ??? ?? ????? ??? ???????? ?????? ?? ???? ???? ??? ??? ??? ??? DCGI ?? ?? ?????? ??????? ????????? ?? ????????? ?? ???? ?????? ?? ?????? ?? ??? ??? ??? ???????????? ??????? ???? ?? ??? ?? ??????????? ?? ?? ???? ?? ???? ??? ???? ?? ??? ????? ?? ?? ????? ??????? ?? ???? ?????? ?? ?????? ????? ?? ???? ?????? ?? ????? ?? ??? ?? ??????? ?? ?????? ????? ?? ???? ???? ???? ????? ???? ????? ??? ???????? ?????? ?? ??????? ?????? ???? ???? ?? ???????? ?? ??????? ?? ????? ?? ??????? ????? ???? ????? ???? ???? ?? ????? ???? ??? ???????? ???? ????? ?????? ?? ?? ??????? ?? ????? ??? ????? ???? ?? ?? ????? ??? ??????? ???? ???? ?? ??????? ?? ????? ???? ???????? ?? ?????? ???? ??? ???? ?? ????? ???? ?? ? ??? ??? ?? ?? ???? ?? ?? ???? ?? ?? ???? ?? ?? ??????? ?? ???????? ?? ???????? ????? ?? ????? ??????? ?? ???? ????? ???? ??? ???? ???????? ???? ?? ?????? ?? ??? ??? ???? ?? ???????? ?? ???? ????? ?? ????? ???? ??? ??? ?? ??????? 110 ??????? ????????? ???? ???? ?? ??????? ?? ????? ???? ?????? ???? ??? ???? ????, ?????, ?????? ?????",text,54,5,0,0,
"January 3rd 2021, 11:30:00.530",Hindi,news,Live Hindustan,???? ??? ????? ?? ???? ????? ?????? Tesla ?? ?????????? ?????! 2 ????? ?? ?????? ?????? ?? ???? ?? ????,Top Stories,?????? ?? ??? ?????????? ????? ?? ?????? ??? ??? ??? ??? ?? ??? ??????? ?? ?????? ?????????? ???? ???????? ????? Tesla ?? ???? ???? ?? ???????? ????? ??? ??? ???? ?????? ?? ???????? ?????? ????? ????? ?? ??? ?? ????? ?? ???? ??? ?? ?????? ?? ?? ?? ??? ?? ?? ?? ??? ?? ????? ???? ??? ???? ????? ?? ?????? ???? ?????? ????? ???? ??? ?? ???? Tesla ?? ?????????? ????? ?????? ????? ????? ????? ???? ??? ,text,54,0,0,0,
"January 3rd 2021, 05:35:00.000",English,news,Kreately.in,The Syro Malabar Church : Which Is India?s Biggest Corporate House?,Political & General News,"The most powerful Church Sect under the umbrella of The Syro Malabar Church is CMA. The CMA alone has 1514 institutions under it. This includes schools, colleges, hospitals, orphanages, etc

",text,54,1,0,0,
"January 3rd 2021, 09:00:01.110",English,news,Hindustan Times,"India vs Australia: ?They have bowled terrifically well,? Matthew Wade names India?s two ?difficult? bowlers",Top Stories,"India vs Australia: ?I think they have bowled terrifically well, especially in Melbourne,? Wade said about the two India bowlers.",text,54,0,0,0,
"January 3rd 2021, 06:45:02.397",English,news,SENTINEL ASSAM,BJP and UPPL to fight together in Assembly elections: Himanta Biswa Sarma,Political & General News,Also Watch:,text,54,1,0,0,
"January 3rd 2021, 06:45:02.021",Marathi,news,Maharashtra Desha,"'??? ??? ??? ????' ????????????? ??? ?????????? ???? ??????????? ?????????, ????? ???????",,??? ???????? ???? ??????? ??? ?????????? ???????? ??????? ???? ??????? ???? ??????? ???????????? ???? ???. ???????? ?????? ?????????? ???? ??????? ???. ???? ????????? ????????????? ??????? ???. ?? ?????? ???? ???? ?????? ??????? ????? ???. ?? ???? ????????? ????? ??????? ??????? ???. ???? ??????? ??????? ????????? ??? ???,text,54,1,0,0,
"January 3rd 2021, 01:15:00.063",English,news,ANI,US not to follow UK's decision to delay second doses of Covid-19 vaccine: Fauci,Top Stories,"Washington [US], January 3 (ANI): The United States will not follow the UK's decision to delay the second doses of the COVID-19 vaccine, said top US infectious disease expert",text,54,0,0,0,
"January 3rd 2021, 05:15:00.750",English,news,Economic Times,A Canadian ?Buy Local? effort fights Amazon on its own turf,Top Stories,"So far, the Not Amazon website has garnered more than half a million page views and grown to include 4,000 businesses across Toronto, Calgary, Halifax and Vancouver.",text,54,0,0,0,
"January 3rd 2021, 08:45:00.423",Hindi,news,Live Hindustan,"Nissan Magnite ?? ?????: ?? ??? ??? ???? 1,000 ????????! ???? ??? 2021 ?? ??? ?????-??? ?? ???? ?? SUV?",Top Stories,"Nissan Magnite Bookings: ?????? ???? ???????? ????? Nissan ?? ????? ??? ?? ??? ??? ?????? ????? ??? ???? ???? ??????? ?? ????????? ??????? ???????? ?????? (SUV) Nissan Magnite ?? ????? ???? ??? ?? ???? ?????? ?? ???????? ?? ?????? ????????????? ??? ??? ??? ?? SUV ?? ?????????? ?? ?????? ?? ??? ??? ?? ??? ???? ??? ?? ????? ?? ?????? ????? ?? ???? ?? ???? 30,000 ??????? ?? ?????? ???? ?? ??, ?? ?? ??? 1,000 ?????? ?? ????? ??? ",text,54,0,0,0,
"January 3rd 2021, 09:00:01.001",English,news,The Tribune,"Pakistan cancels 200,000 fake citizen ID cards held by Afghan refugees",International Relation,"Islamabad, January 3 Pakistan has cancelled about 200,000 computerised national identity cards (CNICs) fraudulently held by Afghanistan refugees. Speaking to reporters in his home town Rawalpindi on Saturday, Interior Minister Sheikh Rashid Ahmed said: ""We have data of 1.5 million Afghan refugees having legal status and about 800,000 Afghans living in the country illegally."" He said corruption in the issuance of visas was being tackled and the government was providing online visa facility to citizens of 192 countries. ""To eliminate the chances of corruption, we have launched online visa service as there are chances of corruption in manual processing of visas,"" he said, adding that over 200,000 visa applications were received for online visas in a single day. Meanwhile, Rashid said persons targeting the armed forces were doing so at the behest of foreign countries and action would be taken ""within 72 hours"" against those making ""anti-army"" remarks. ""We would defeat such disinformation against our country and state institutions,"" he said. The Pakistan Democratic Movement (PDM) - an alliance of 11 Opposition parties - has been formed against the Pakistan Army's interference in politics and installing ""puppet"" Prime Minister Imran Khan through a manipulated election. Already, a case was being registered against Jamiat Ulema-i-Islam Fazl leader Mufti Kifayatullah over his remarks on the army, he said. Rashid, who took charge as interior minister last month, said unnecessary checkposts were being abolished in the capital and a new police force, Eagle Squad, equipped with the latest technology would be raised soon to provide security in Islamabad. He also said five police officials involved in the killing of a 22-year-old student this week in Islamabad were arrested. The killing shocked the people as the youth was targeted when he failed to stop the car when signalled by the police. PTI",text,54,0,0,0,
"January 3rd 2021, 10:00:00.773",Hindi,news,India narrative,"??????? ??? ??????? ???????? ?? ??? ???, ??????? ?? ???? ????? ?? ??????",International Relation,"??????? ?? ????? ?? ?????? ????? ?? ?????? ???? ?? ??? ?????? ??? ????? ??? ????? ?? ?? ?? 1 ????? 2021 ?? ????? ?????? ?? (???) ?? ??????? ?? ??????? ???????? ?? ???? ???? ????? ??????? ??? ????? ?? ??????????? ?? ?????? ???? ??? ??? ??? ??? ?? ??????? ??? ???????, ??????? ?? ????????? ??? ????? ??????? ???????? ?? ?????? ???? ??? ??????? ?? ??? ???????? ???????? ?? ????? ???? ?? ?????? ????? ?? ??? ?? ?????? ?????? ?? ?????? ???",text,54,0,0,0,
"January 3rd 2021, 08:15:00.152",Hindi,news,Zee News Hindi,"America ??? ??? ??? Corona ?? ??? ?? ??????, ???? ?? ???? ?? ??? ?? ???? ??? ???",Top Stories,"??????? (America) ??? ?????? ????? (Coronavirus) ?? ???? ????? ?? ?? ???? ???? ?? ??? ???. ????? ?? ?????? ???? ??? ??? ?? ?? ?????????? ?????? ??? ???? ?? ??? ??? ?? ???? ??? ??.  ?????? ???????????? ??? ?????????? ?????? ?? ?? ????? ?? ?? ?? ??? ??? ?? ?? ?????? ??? ?????? ???????? ?? ?????? ??? ??? ?? ???????, ???? ?? ???? ?? ??? ??? ???? ??? ??. ",text,54,2,0,0,
"January 3rd 2021, 15:00:01.285",Bengali,news,BAARTATODAY,????????? ?????? ????? ???? ?????: ????????,,"????????? ?????????? ?? ???????? ????????? ???? ?????? ??????? ????? ???????? ??????????  ?????????? ??????? ???????? ???????? ?????? ????? ????? ???????? ?????? ?????????? ?????? ???? ??? ?? ?????? ?????????????? ????????????? ??????? ????? ???????? ???????? ?????? ??????? ????? ????? ???? ?????? ???? ????? ????? ???????, ??????? ???? ??? ????????????? ???? ??????? ?????? ????Read More ?",text,54,0,0,0,
